content,score
Game mengalami stuck pada tutorial awal ketika diarahkan untuk menggunakan stick sebelah kiri (L) untuk menggerakkan karakter. Sudah diklik dan digeser tapi tidak bisa,1
Jujur dari segi story sama game play bagus tetapi game ini di hp saya terkadang suka frame dan membuat hp saya cepat panas padahal di genshin saya main grafis rata kanan jarang mengalami frame sama hal degan Pubg dengan grafis ekstrem hp saya tidak mengalami frame sama sekali.,5
"aku tu sebelumnya ngga pernah ya masih b1, tp ini game ngga nyaman bgt buat di mainin, ngelag di loading screen mulu, buffring padahal wifi kenceng, main ml aja 13ms masa di sini login aja buffring??? lawak bgt ini developer, apa ngga di cek dulu",1
Tolong developer buat lah kartu untuk menambahkan exp level buat meningkatkan level pemain agar bisa cepat untuk beradaptasi untuk menghadapi musuh yang lebih susah,5
masih ada bug nya. optimasi game nya masih jelek. Auto lock musuhnya jelek. Loading terus padahal jaringan oke. Stuck di loading. Kalau begini terus banyak player bakalan cabut,2
Game ini sering bug mulu seperti lemot ngestak itu bikin gamenya rada nyebelin padahal ini sinyal normal hade tapi mau bagaimana pun gamenya bagus kok 🙂🙂🙂,3
"banyak bug, sering terjadi stuck ketika bermain, tidak bisa di tekan atau digeser padahal game masih berjalan dengan lancar",1
"B2 dlu krna blom coba ke ingame, gimana ini gamedev gbisa dimainin, di tutorial pertama, yang katanya (gerakin stik sblah kiri (L) untuk gerakin karakter) tapi gbisa pencet apa"" di layar game, pncet setting / pause pun gabisa. Coba kalau bisa dikirim gambar screenshot kesini saya kasih laporan lebih lanjutnya. Sekian dari saya gamedev terima kasih. Sedikit tambahan ini pov saya yang baru coba main dari pre download semalam dan maintence pagi ini",2
Bug nya yg bikin stuck di tutorial dan loading screen setiap menyelesaikan misi.,2
"Baru main sudah ketemu bug, tidak dapat menggerakkan analog, serta ada kursor di layar sehingga menganggu, sudah coba login ulang masih sama saja, dimohon kepada pihak dev untuk segera di perbaiki",1
"masih terlalu banyak bug yang harus diperbaiki sebelum rilis ke global, seperti bug loading screen, bug karakter tidak muncul, bug loading sana sini, bug mode gamepad, dan bug lainnya. tolong diperbaiki",1
"Orang"" problemnnya di loading. Gw loading ga da masalah tapi stuck ga ada tombol klo udh in game, karakternya juga masih smooth gerak"" berarti bukan masalah hp. Tandanya masih banyak bug",3
Permisi saya mau nanya kok di tutorial pas kalahkan lizardman kok ga ada gimana ya padahal saya mau main tolong dibenerin bug nya,1
"setiap masuk stage atau masuk game suka stuck di loading screen perlu keluar masuk gamenya secara berulang dan ini mengganggu kenyamanan saya, mohon bugnya diperbaiki lagi.",1
Mimin tolong dong bugnya masa mas setiap habis main kan ada animasi/vidio nah langsung gelap istilah kata stuck di layar item doang kaga jaln jalan dan animasi/vidionya kaga ada udh di tunggu juga ga muncul tolong dong bugnya,2
"game nya udah bagus bangett, harusnya bintang 5 tapi ada beberapa kekurangan yang perlu diperbaiki seperti stuck saat loading atau selalu loading saat kembali ke lobby utama dan ada beberapa glitch kecil",4
Masih saja ada bug loading tolonglah dibenerin masa gak ada respon sama sekali mau menikmati game ini aja susah amat,1
Bintang tiga aja dlu game nya sih asik dan keren Tapi masalahnya itu di loding screen nya sering nyangkut itu satu min trus ada lagi gtu KLO mau ke menu utama harus loding lagi Mkanya jadi mles main karena masih byak bag nya buat miminnya tolong di perbaiki bag nya KLO udah di perbaiki ntar di kasih bintang lima Yg paling ganggu loding screen nya Dan jg loding mau lagi lama bet min padahal jaringan bagus itu jg harus di perbaiki min,3
"Bug layar tidak bisa dipencet ketika tutorial & kadang pas masuk pertama jaringan bermasalah harus restart game baru bisa. Belom aja maen udh ngebug ngeselin,sial.Capek lagi main tiba² loading.",2
"Developernya gak niat buat game , sampai sekarang bug loading gak juga di hilangkan Mala fokus ke PC , PC semuanya lancar - lancar saja apa daya kami yg cuman bisa main di HP sangat merasa kecewa sama developernya",1
Knapa kontrol nya harus menggunakan PC tidak seperti analog stik Android. sedikit kecewa pas awal download tolong di perbaik aga benar' bisa di mainkan di Android,1
"Msh butuh banyak perbaikan bug, saat Story di skip jadi black screen bbrp kali Overall Story sama kyk di komik nya, dan utk saat di tutorial usahakan pengunduhan data jangan di jadikan satu malah bug dan keluar dr frame map",1
"Ayok lah developer ini game bagus loh sayang banget bug nya ganggu sekali loh, padahal game lain gue main aman² aja loh gue udah main game Netmarble banyak dan baru game ini bermasalah loh",3
"msih banyak bug seperti wktu masuk smpt stuck karena control gamepad, terus setiap ganti tampilan black screen, segera diperbaiki ya min, overall gameplay bagus dan event menarik",5
game nya bagus story nya juga kaga berlawanan cuman setiap kita login kontrol nya itu selalu pindah ke gamepad tolong di perbaiki dan selalu loading ketika berasa di loby itu loading nya lama itu aja oh dan juga fitur dungeon kenapa exp nya sedikit yah,3
Ga bisa main di hp Android ya? Kok saya harus gunakan analog kiri seperti main pakai stick PS.. Spek hp saya sudah mendukung tapi tetap ga bisa di sentuh analog kiri nyaaaaaa...,4
"Banyak bug yg perlu di benahi, terutama bug saat keluar dari fitur (shop,profil dll) masih loading. Kadang masuk dungeon layar gelap. Koneksi jg perlu dibenahi.",3
"Gamenya masih kurang optimal buat seluruh Andro soalnya terkadang selalu stuck di loading screen tidak bisa masuk kedalam game nya, terus juga masih ada bug untuk di mobile berbeda saat main di pc",2
Tolong perbaikin bugnya ya developer gamenya sudah bagus tapi cuman bugnya doang ya tolong perbaikin ya terimakasih,4
"Apaan coba, masak iya stak terus ini game, mau jaringan lancar tetep saja, coba perbaiki lagi",2
"Maaf aku hanya bisa kasi bintang 3 dikarenakan Banyak sekali loading yang menggangu saat bermain , seperti sedang menjalankan misi tiba tiba muncul loading saat fight muncul loading Jadi sensasi saat bermain menjadi tidak menyenangkan Saya harap segera diperbaiki, terimakasih.",3
"Alurnya mirip, grafik nya bagus (high kalo gak lag), animasinya juga gila... Keren banget paling minusnya sering lag plus freeze tapi tetep bagus gamenya emang pantes dikasih bintang lima⭐⭐⭐⭐⭐",5
Overall game nya bagus dari segi grafik pitur main story na cuma ada beberapa bug sama selalu ngfressh padahal jaringan bagus game nya sih bagus banget tolong di perbaiki lagi bug lainnya makasih,5
"Gamenya menarik dari segi Gameplay dan Grafik. Mungkin boleh di tambahkan mode pvp bahkan sampai open world, tapi mohon di fix saya menggunakan Device yang mumpuni tapi masih tetap patah - patah. Arigatouuu",5
"Banyak bugg, game kebanyakan org main di hp malah awal di kasih mode game pad dlu mana gak bisa klik setting kalo udh ngestuck terpaksa keluar game masuk lagi, terus tiap ad scene komik udh selesai loading lama bet padahal udh wifi full hitam pokoknya layarnya jadinya saya yang main ngestuck di tutorial belom sampe ke gachanya sangking hebat nya bug di game ini hahaha",1
"Dikit dikit stak loading dikit dikit bug, tolong pihak developer untuk segera memperbaiki masalah ini, gamenya bagus gameplay nya keren grafik nya oke tapi masalah nya terlalu sering muncul bug",1
"Gamenya bagus sih,tapi masih banyak bug ketika bermain seperti black screen,jadi tolong untuk developernya diperbaiki lagi karna saya sih suka mainin game nya jadi tolong diperbaiki lagi",3
"setelah update overall banyak perubahan , tapi Masih sering stuck di loading, tolong di perbaiki lagi .",2
"Gamenya sering bug, seperti black screen, loading lama, dan kadang ada tombol yang gk bisa dipencet, ujung-ujungnya harus restart game agar tidak bug, mohon developer perbaiki lh bugnya",4
Halo development mohon memperbaiki jaringan itu padahal jaringan saya lancar mohon segera di perbaiki dan satu lagi mohon agar dimudahkan level level musuh saya selalu kesulitan melawan mereka di perbaikannya,4
"gamenya sangat baguss,grafik sangat memanjakan mata,alur ceritanya juga seruu,hanya saja terkadang terjadi lost koneksi tanpa sebab,dan juga masih ada beberapa bug yang harus di fix,selebihnya sangat baguss",5
"Masih banyak buq, mohon segera di perbaiki, contoh nya seperti saat memsuki game terjadi stuck loading",3
"Masih banyak bug , lag , erorr nya bener bener eror dan harus login ulang , lagnya pas baru masuk , mau main pencet masuk pun itu pasti lag , secara grafik oke banget , cuman Klk masih sulit cuman buat main sih bintang 1 aje , percuma njirt , mending main genshin gw , Netmarble tolong gamenya ini wkwk",1
"Erorr.. loading screen lama harus kluar masuk game beberapa x baru bisa jalan.. begitu sudah masuk mode tutorial gameplay, udah ngestack lagi.. karakter ngga bisa gerak sama sekali.",2
Suka dengan game nya tapi pas masuk tutorial malah stuck mungkin bug atau apalah.. Untuk story n grafik the best lah tapi percuma klo tak bisa dimainkan😅 Semoga ada solusi,1
"Gamenya sudah bagus hanya saja masalah bug atau apalah itu yang login terus, tolong perbaikan :)",5
"Permasalahannya, 2. Selalu loading padahal jaringan stabil 3. Selalu stuck saat mau memulai misi 4. Stuck pula saat misi 5. Musuh hilang waktu jalan",1
"Kebanyakan misi yang mustahil di selesaikan tanpa topup, saya bermain hingga level 70 tpi tetap stack di misi ke 15 dan item yang sangat² susah di cari untuk upgrade.",1
"Selalu stuck saat masuk/keluar stage, bahkan nge blank. koneksi yang buruk. Loading antar menu lama. Lama lama malah bikin kesel. Udah seminggu lebih, tapi tidak ada perbaikan sama sekali. Sangat mengecewakan.",2
"Tolong di perbaiki bug nya. Loading bikin kesal harus di ulang ulang, dari rilis gamenya sampe skrg bug tidak di perbaiki. B1 dlu kalo bug sudah di perbaiki baru ganti b5",1
"Saya kasih bintang 3 dlu, untuk masalahnya tolong stabilitas jaringannya di perbaiki , itu sangat menggangu kenyamanan bermain para player, pdahal jaringan sinyal saya bagus nonton live streaming jga lancar tpi di pake bermain muter Mulu ketika mau ngelakuin sesuatu",3
"loading nya sering stuck, kadang dimenu utama pun gak muncul karakter, jadinya harus relogin ,",1
Tolong perbaiki bug pada loading screen setelah update malah tambah parah,4
Gimana ini game nya gak bisa d maenin..pas beres download semua patch dan datanya gak bisa d klik apa apa pas udah mau masuk gameplay nya...udah di coba hapus chace bahkan sampai instal ulang masih aja gak bisa d maenin.,1
"Gameplay udah oke, cuma masi ada beberapa bug, salah satunya sehabis loading layar selalu hitam terus, saya harus memulai ulang terus gamenya karena bug tersebut",3
"Terlalu banyak BUG, saat tutorial disutuh menggunakan Movement Wheel, kaga bisa, ada D-Pad yang ganggu, ga bisa di apa2in, dan juga tidak ada pengaturan tombol nya, apa karna belom full download Patch nya? Gmna mau main ni",1
"Maaf developer saya heran kenapa bug analog masih ada padhal katanya sudah di fix skrg bahkan tutorial di YouTube pun sudah tidak bisa digunakan, tolong lah fix bug nya saya sudah menantikan game ini 😌😌",3
"game sama storynya udah bagus harusnya *5, karena masih ada bug(setiap balik ke lobby pasti loading dan waktu login tiba"" setting control balik ke gamepad) itu aja sih , selebihnya udah 🆒",1
"Game bagus grafik bagus cm di mainkan dk HP pasti ngelag, kalo di awal juga loding muter2, ini game cm bisa di mainkan di pc",2
"Bintang tiga dulu soalnya game nya masih perlu di kembangin lagi,dari server nya soal nya loading nya lama,terus ada bug di sinyal nya juga padahal saya pake wifi yang bagus",3
"Tolong kenapa sering kali loading screen hitam, saya tunggu selama 5 menit tidak muncul hingga 30 menit tidak masuk ke dalam game. Tolong untuk di benarkan kembali",3
"grafik mantap support hp saya, sistem kayak isekai + bener bener mirip sama plot solo leveling, memuaskan juga gapernah bosen❤️",5
Mohon perbaiki bug setelah selesaikan satu cerita pasti ngeblank hitam itu sangat menyebalkan karena saya harus relog agar bisa normal dan mohon agar setelah kita ganti pengaturan nya tolong jangan di ubah ke preset jadinya ngestuck,3
"Dari grafik bagus, bug nya ini ngeselin banget setiap cerita macet gimana mau main nya, jadi kurang menikmati",2
"Di paksa tergiur oleh bansos, rate gacha konyol skali, pergerakan auto random banget kadang bisa lolos kadang ngak bisa, trus kadang bugnya luarbiasa solo loading kamvfret",1
"tolong dong buat developer nya,bug loading masih belum juga d perbaiki,jadi gk enak kalo mau maen nya.",3
"game nya seru banget...... gua kasih bintang lima aja, tapi tolong diperbaiki ya masalah nya hp ny cepat panas dan ngelek dikit....",5
"Untuk Artefak mohon ditingkatkan untuk sub effect di Encore & Instans Dungeon🙏🙏, saat dapat artefak yang Legendaris selalu sub effect-nya sama dan tidak berbeda",3
Tolong jaringan nya di perbaiki. Padahal jaringan saya bagus tpi pas main game ini suka mutar² padahal saya sudah kasih turun grafik nya tpi tetap ngeleg. Semoga kedepan nya bisa lebih bagus,2
"Masih belum di fix bug nya kelamaan, masa baru mau mulai story langsung bug loading screen, saya uninstall gamenya, kalau udah di fix saya download lagi dan kasih b5",1
Game nya keren cuman masalah nya setiap ganti menu gitu lodiang padahal internet bagus. Tapi udh bagus lah ni game,5
"game bagus, tapi banyak bug nya, tolong perbaiki bug terutama bug loading.",5
Disarankan bisa download data di latar belakang☺️ dan untuk baru mulai ada bug monster tidak ada. Optimalkan lagi di percepat saat login,4
tolong di perbaiki bugnya ini game seru tpi bugnya banyak bgt dri stuck di logo tpi karakter play truss stuk di boss akhir ga bisa di pencet pencet,1
"Dari segi grafik Ok, alur cerita OK cuma Ngga ada PVP nya jadi hambar dan ngebosenin, monoton, misi harian 30 mnt uda kelar jadi bintang 3 udah bagus la sementara",3
"Secara keseluruhan emang dh bagus game nya sesuai kaya di manhwa tapi terdapat bnyk bug,contoh bug loading ga jelas,abis tu layar hitam pas ngerjain story sampingan dll bahkan gw dh relog lebih dri 7x dalam beberapa jam",3
stuck di loading screen ketika mau masuk ke dalam gate atau dungeon masih sering terjadi. Tolong diperbaiki!!,1
"Masi perlu di perbaiki, loading dlm game lama udh ganti ke data balik ke wifi Masi sjh loading,bkn males jadinya karena lama tunggu sampe harus keluar login ulang lagi hadeh",4
"Masih sering loading stuck nunggu lebih dari 5 menit masih blom jalan, setiap kali stuck loading harus relog tolong segera diperbaiki 🙏",3
"Kebanyakan loading biadab, grafik bagus alur bagus yang lain bagus cuma bug dan loading itu lho di benerin donggg masa udah season masih kayak gitu",2
"ini kenapa ya ko punya gua pas udh msk ke gameplay tutorial gerakin karakter malah gabisa dipencet ya instruksinya. Jadi nge stak aja di tutorial gerakin analog, apa karena hp gua ga dukung ya (Xiaomi redmi note 10S)",1
